Sample	Protists_1k	Bacteria_24k	Human	Fungi_RefSeq_release	Bird	Coral	Plant	Viruses	Vectors	Contamnts_Adaptrs	Multiple Genomes	No hits
Zdi-CDup_026-Ex1-8D-lcwgs-1-1.clmp.fp2_r1_screen	4039.0	478.0	751.0	430.0	333.0	77.0	63.0	21.0	0.0	0.0	20134.0	523273.0
Zdi-CDup_026-Ex1-8D-lcwgs-1-1.clmp.fp2_r2_screen	4153.0	508.0	718.0	458.0	359.0	83.0	64.0	26.0	0.0	0.0	20287.0	522943.0
Zdi-CDup_027-Ex1-8E-lcwgs-1-1.clmp.fp2_r1_screen	428.0	52.0	64.0	33.0	25.0	11.0	2.0	4.0	0.0	0.0	2137.0	50026.0
Zdi-CDup_027-Ex1-8E-lcwgs-1-1.clmp.fp2_r2_screen	405.0	53.0	79.0	38.0	30.0	13.0	5.0	2.0	0.0	0.0	2162.0	49995.0
Zdi-CDup_028-Ex1-8F-lcwgs-1-1.clmp.fp2_r1_screen	1003.0	122.0	202.0	104.0	81.0	18.0	20.0	4.0	0.0	0.0	5458.0	121396.0
Zdi-CDup_028-Ex1-8F-lcwgs-1-1.clmp.fp2_r2_screen	1019.0	124.0	200.0	133.0	71.0	15.0	17.0	9.0	0.0	0.0	5513.0	121307.0
Zdi-CDup_029-Ex1-8G-lcwgs-1-1.clmp.fp2_r1_screen	755.0	101.0	155.0	93.0	82.0	17.0	19.0	13.0	1.0	0.0	3275.0	103656.0
Zdi-CDup_029-Ex1-8G-lcwgs-1-1.clmp.fp2_r2_screen	778.0	82.0	151.0	75.0	65.0	18.0	15.0	6.0	1.0	0.0	3363.0	103613.0
Zdi-CDup_030-Ex1-8H-lcwgs-1-1.clmp.fp2_r1_screen	194.0	25.0	35.0	20.0	15.0	5.0	5.0	1.0	0.0	0.0	927.0	23211.0
Zdi-CDup_030-Ex1-8H-lcwgs-1-1.clmp.fp2_r2_screen	179.0	31.0	33.0	20.0	17.0	5.0	3.0	2.0	0.0	0.0	991.0	23157.0
Zdi-CDup_031-Ex1-9A-lcwgs-1-1.clmp.fp2_r1_screen	22135.0	2055.0	4287.0	2413.0	1844.0	447.0	357.0	153.0	6.0	0.0	101430.0	2685883.0
Zdi-CDup_031-Ex1-9A-lcwgs-1-1.clmp.fp2_r2_screen	22253.0	2069.0	4189.0	2416.0	1849.0	458.0	348.0	139.0	3.0	0.0	102813.0	2684473.0
Zdi-CDup_032-Ex1-9B-lcwgs-1-1.clmp.fp2_r1_screen	1577.0	188.0	316.0	170.0	153.0	30.0	27.0	21.0	0.0	0.0	9119.0	177332.0
Zdi-CDup_032-Ex1-9B-lcwgs-1-1.clmp.fp2_r2_screen	1606.0	187.0	268.0	188.0	168.0	22.0	26.0	16.0	0.0	0.0	9063.0	177389.0
Zdi-CDup_033-Ex1-9C-lcwgs-1-1.clmp.fp2_r1_screen	7856.0	1053.0	1420.0	824.0	653.0	126.0	96.0	35.0	2.0	0.0	36379.0	940209.0
Zdi-CDup_033-Ex1-9C-lcwgs-1-1.clmp.fp2_r2_screen	7702.0	1040.0	1413.0	871.0	613.0	125.0	99.0	37.0	0.0	0.0	36841.0	939912.0
Zdi-CDup_034-Ex1-9D-lcwgs-1-1.clmp.fp2_r1_screen	19095.0	1924.0	3523.0	2088.0	1594.0	358.0	295.0	101.0	1.0	0.0	87842.0	2252756.0
Zdi-CDup_034-Ex1-9D-lcwgs-1-1.clmp.fp2_r2_screen	19437.0	1888.0	3628.0	2102.0	1591.0	352.0	301.0	104.0	3.0	0.0	88362.0	2251809.0
Zdi-CDup_035-Ex1-9E-lcwgs-1-1.clmp.fp2_r1_screen	3169.0	378.0	598.0	307.0	251.0	52.0	56.0	17.0	1.0	0.0	14114.0	389310.0
Zdi-CDup_035-Ex1-9E-lcwgs-1-1.clmp.fp2_r2_screen	3180.0	382.0	601.0	331.0	241.0	52.0	34.0	18.0	0.0	0.0	14349.0	389065.0
Zdi-CDup_036-Ex1-9F-lcwgs-1-1.clmp.fp2_r1_screen	967.0	109.0	172.0	121.0	64.0	18.0	19.0	2.0	0.0	0.0	4847.0	116610.0
Zdi-CDup_036-Ex1-9F-lcwgs-1-1.clmp.fp2_r2_screen	932.0	116.0	177.0	116.0	59.0	12.0	13.0	0.0	0.0	0.0	4882.0	116622.0
Zdi-CDup_037-Ex1-9G-lcwgs-1-1.clmp.fp2_r1_screen	3491.0	494.0	647.0	384.0	275.0	71.0	62.0	18.0	3.0	0.0	18124.0	420276.0
Zdi-CDup_037-Ex1-9G-lcwgs-1-1.clmp.fp2_r2_screen	3575.0	511.0	584.0	390.0	268.0	60.0	37.0	20.0	0.0	0.0	18346.0	420054.0
Zdi-CDup_038-Ex1-9H-lcwgs-1-1.clmp.fp2_r1_screen	1532.0	158.0	252.0	137.0	119.0	32.0	20.0	11.0	1.0	0.0	8288.0	180910.0
Zdi-CDup_038-Ex1-9H-lcwgs-1-1.clmp.fp2_r2_screen	1509.0	148.0	294.0	148.0	123.0	33.0	22.0	11.0	0.0	0.0	8205.0	180967.0
Zdi-CDup_039-Ex1-10A-lcwgs-1-1.clmp.fp2_r1_screen	1700.0	177.0	372.0	231.0	160.0	42.0	22.0	8.0	1.0	0.0	8902.0	218370.0
Zdi-CDup_039-Ex1-10A-lcwgs-1-1.clmp.fp2_r2_screen	1824.0	197.0	358.0	193.0	155.0	33.0	28.0	15.0	2.0	0.0	8948.0	218232.0
Zdi-CDup_040-Ex1-10B-lcwgs-1-1.clmp.fp2_r1_screen	1632.0	133.0	296.0	150.0	143.0	25.0	24.0	10.0	0.0	0.0	7664.0	202055.0
Zdi-CDup_040-Ex1-10B-lcwgs-1-1.clmp.fp2_r2_screen	1640.0	131.0	316.0	178.0	133.0	34.0	28.0	12.0	0.0	0.0	7690.0	201970.0
Zdi-CDup_041-Ex1-10C-lcwgs-1-1.clmp.fp2_r1_screen	4161.0	415.0	754.0	444.0	319.0	77.0	52.0	29.0	1.0	0.0	20067.0	486706.0
Zdi-CDup_041-Ex1-10C-lcwgs-1-1.clmp.fp2_r2_screen	4229.0	416.0	724.0	462.0	340.0	86.0	55.0	31.0	1.0	0.0	20129.0	486552.0
Zdi-CDup_042-Ex1-10D-lcwgs-1-1.clmp.fp2_r1_screen	19760.0	1804.0	3503.0	2198.0	1707.0	389.0	353.0	225.0	1.0	0.0	93689.0	2399393.0
Zdi-CDup_042-Ex1-10D-lcwgs-1-1.clmp.fp2_r2_screen	19888.0	1795.0	3636.0	2147.0	1681.0	381.0	309.0	198.0	2.0	0.0	94601.0	2398384.0
Zdi-CDup_043-Ex1-10E-lcwgs-1-1.clmp.fp2_r1_screen	39778.0	5286.0	7772.0	4577.0	3723.0	726.0	594.0	344.0	19.0	0.0	215806.0	4451834.0
Zdi-CDup_043-Ex1-10E-lcwgs-1-1.clmp.fp2_r2_screen	40092.0	5244.0	7598.0	4583.0	3824.0	761.0	587.0	306.0	3.0	0.0	217992.0	4449469.0
Zdi-CDup_044-Ex1-10F-lcwgs-1-1.clmp.fp2_r1_screen	1043.0	141.0	165.0	104.0	79.0	20.0	14.0	8.0	0.0	0.0	5692.0	114639.0
Zdi-CDup_044-Ex1-10F-lcwgs-1-1.clmp.fp2_r2_screen	1010.0	129.0	179.0	109.0	84.0	15.0	18.0	3.0	0.0	0.0	5756.0	114602.0
Zdi-CDup_045-Ex1-10G-lcwgs-1-1.clmp.fp2_r1_screen	6470.0	786.0	1188.0	656.0	500.0	136.0	103.0	36.0	1.0	0.0	26999.0	795516.0
Zdi-CDup_045-Ex1-10G-lcwgs-1-1.clmp.fp2_r2_screen	6438.0	752.0	1174.0	698.0	509.0	117.0	99.0	30.0	1.0	0.0	27141.0	795432.0
Zdi-CDup_046-Ex1-10H-lcwgs-1-1.clmp.fp2_r1_screen	3241.0	497.0	639.0	350.0	257.0	48.0	61.0	14.0	0.0	0.0	14384.0	397859.0
Zdi-CDup_046-Ex1-10H-lcwgs-1-1.clmp.fp2_r2_screen	3182.0	513.0	568.0	340.0	269.0	51.0	35.0	17.0	0.0	0.0	14599.0	397776.0
Zdi-CDup_047-Ex1-11A-lcwgs-1-1.clmp.fp2_r1_screen	60774.0	4093.0	11083.0	6694.0	4895.0	1142.0	1004.0	413.0	14.0	0.0	268236.0	7060847.0
Zdi-CDup_047-Ex1-11A-lcwgs-1-1.clmp.fp2_r2_screen	61137.0	4012.0	11261.0	6586.0	4734.0	1150.0	939.0	388.0	9.0	0.0	270357.0	7058622.0
Zdi-CDup_048-Ex1-11B-lcwgs-1-1.clmp.fp2_r1_screen	1110.0	112.0	163.0	123.0	87.0	30.0	14.0	5.0	0.0	0.0	5931.0	132439.0
Zdi-CDup_048-Ex1-11B-lcwgs-1-1.clmp.fp2_r2_screen	1127.0	110.0	174.0	120.0	85.0	22.0	13.0	7.0	0.0	0.0	6015.0	132341.0
Zdi-CDup_049-Ex1-11C-lcwgs-1-1.clmp.fp2_r1_screen	1395.0	138.0	264.0	158.0	129.0	20.0	20.0	10.0	0.0	0.0	7323.0	168299.0
Zdi-CDup_049-Ex1-11C-lcwgs-1-1.clmp.fp2_r2_screen	1420.0	121.0	279.0	166.0	113.0	18.0	20.0	8.0	1.0	0.0	7311.0	168299.0
Zdi-CDup_050-Ex1-11D-lcwgs-1-1.clmp.fp2_r1_screen	1957.0	264.0	353.0	224.0	185.0	34.0	30.0	14.0	0.0	0.0	10346.0	235789.0
Zdi-CDup_050-Ex1-11D-lcwgs-1-1.clmp.fp2_r2_screen	1928.0	252.0	370.0	242.0	184.0	38.0	34.0	10.0	1.0	0.0	10373.0	235764.0
Zdi-CDup_051-Ex1-11E-lcwgs-1-1.clmp.fp2_r1_screen	1458.0	216.0	259.0	173.0	123.0	22.0	15.0	8.0	3.0	0.0	7169.0	167774.0
Zdi-CDup_051-Ex1-11E-lcwgs-1-1.clmp.fp2_r2_screen	1440.0	230.0	281.0	151.0	137.0	21.0	14.0	12.0	0.0	0.0	7267.0	167667.0
Zdi-CDup_053-Ex1-11F-lcwgs-1-1.clmp.fp2_r1_screen	449.0	65.0	72.0	57.0	32.0	8.0	5.0	5.0	0.0	0.0	2328.0	54075.0
Zdi-CDup_053-Ex1-11F-lcwgs-1-1.clmp.fp2_r2_screen	489.0	62.0	69.0	50.0	38.0	8.0	1.0	5.0	0.0	0.0	2385.0	53989.0
Zdi-CDup_054-Ex1-11G-lcwgs-1-1.clmp.fp2_r1_screen	3817.0	313.0	625.0	413.0	278.0	62.0	52.0	13.0	2.0	0.0	20376.0	437448.0
Zdi-CDup_054-Ex1-11G-lcwgs-1-1.clmp.fp2_r2_screen	3933.0	312.0	677.0	383.0	279.0	52.0	28.0	11.0	1.0	0.0	20414.0	437309.0
Zdi-CDup_055-Ex1-11H-lcwgs-1-1.clmp.fp2_r1_screen	472.0	62.0	83.0	52.0	38.0	7.0	8.0	2.0	0.0	0.0	2487.0	54431.0
Zdi-CDup_055-Ex1-11H-lcwgs-1-1.clmp.fp2_r2_screen	437.0	56.0	89.0	44.0	36.0	4.0	5.0	7.0	0.0	0.0	2550.0	54414.0
Zdi-CDup_056-Ex1-12A-lcwgs-1-1.clmp.fp2_r1_screen	33477.0	6339.0	6812.0	3818.0	3085.0	712.0	631.0	165.0	7.0	0.0	149559.0	4224059.0
Zdi-CDup_056-Ex1-12A-lcwgs-1-1.clmp.fp2_r2_screen	33633.0	6246.0	7062.0	3921.0	3044.0	705.0	599.0	160.0	9.0	0.0	151440.0	4221845.0
Zdi-CDup_057-Ex1-12B-lcwgs-1-1.clmp.fp2_r1_screen	6713.0	1283.0	1223.0	757.0	560.0	131.0	118.0	57.0	0.0	0.0	33076.0	776978.0
Zdi-CDup_057-Ex1-12B-lcwgs-1-1.clmp.fp2_r2_screen	6657.0	1259.0	1220.0	729.0	551.0	132.0	103.0	48.0	0.0	0.0	33548.0	776649.0
Zdi-CDup_058-Ex1-12C-lcwgs-1-1.clmp.fp2_r1_screen	31672.0	2922.0	5824.0	3363.0	2457.0	593.0	502.0	129.0	5.0	0.0	133301.0	3881424.0
Zdi-CDup_058-Ex1-12C-lcwgs-1-1.clmp.fp2_r2_screen	32131.0	2930.0	5747.0	3361.0	2408.0	548.0	496.0	134.0	5.0	0.0	134227.0	3880205.0
Zdi-CDup_059-Ex1-12D-lcwgs-1-1.clmp.fp2_r1_screen	5124.0	4125.0	1046.0	579.0	443.0	94.0	92.0	27.0	1.0	0.0	23636.0	627108.0
Zdi-CDup_059-Ex1-12D-lcwgs-1-1.clmp.fp2_r2_screen	5122.0	4167.0	1055.0	573.0	460.0	104.0	89.0	33.0	0.0	0.0	23895.0	626777.0
Zdi-CDup_060-Ex1-12E-lcwgs-1-1.clmp.fp2_r1_screen	1118.0	294.0	210.0	115.0	95.0	26.0	6.0	8.0	0.0	0.0	5420.0	136236.0
Zdi-CDup_060-Ex1-12E-lcwgs-1-1.clmp.fp2_r2_screen	1119.0	283.0	210.0	130.0	96.0	20.0	14.0	11.0	1.0	0.0	5408.0	136236.0
Zdi-CDup_061-Ex1-12F-lcwgs-1-1.clmp.fp2_r1_screen	12446.0	1394.0	2126.0	1228.0	879.0	187.0	172.0	37.0	1.0	0.0	57688.0	1490871.0
Zdi-CDup_061-Ex1-12F-lcwgs-1-1.clmp.fp2_r2_screen	12361.0	1354.0	2204.0	1262.0	905.0	181.0	189.0	57.0	0.0	0.0	57959.0	1490557.0
Zdi-CDup_062-Ex1-12G-lcwgs-1-1.clmp.fp2_r1_screen	1311.0	168.0	252.0	141.0	96.0	25.0	26.0	7.0	0.0	0.0	6599.0	167022.0
Zdi-CDup_062-Ex1-12G-lcwgs-1-1.clmp.fp2_r2_screen	1290.0	162.0	242.0	125.0	104.0	16.0	21.0	8.0	1.0	0.0	6638.0	167040.0
Zdi-CDup_064-Ex1-5A-lcwgs-1-1.clmp.fp2_r1_screen	9747.0	693.0	2087.0	1098.0	1048.0	213.0	170.0	51.0	3.0	0.0	41525.0	1403029.0
Zdi-CDup_064-Ex1-5A-lcwgs-1-1.clmp.fp2_r2_screen	9882.0	684.0	2062.0	1167.0	968.0	223.0	180.0	39.0	2.0	0.0	42158.0	1402299.0
Zdi-CDup_065-Ex1-5B-lcwgs-1-1.clmp.fp2_r1_screen	2306.0	219.0	461.0	258.0	214.0	58.0	38.0	24.0	0.0	0.0	11062.0	286586.0
Zdi-CDup_065-Ex1-5B-lcwgs-1-1.clmp.fp2_r2_screen	2280.0	202.0	411.0	231.0	182.0	46.0	39.0	25.0	1.0	0.0	11163.0	286646.0
Zdi-CDup_066-Ex1-5C-lcwgs-1-1.clmp.fp2_r1_screen	22712.0	5182.0	3878.0	2447.0	1877.0	372.0	241.0	172.0	4.0	0.0	129454.0	2440844.0
Zdi-CDup_066-Ex1-5C-lcwgs-1-1.clmp.fp2_r2_screen	22865.0	5218.0	3870.0	2494.0	1838.0	389.0	256.0	157.0	3.0	0.0	130292.0	2439801.0
Zdi-CDup_071-Ex1-12H-lcwgs-1-1.clmp.fp2_r1_screen	2304.0	328.0	423.0	227.0	239.0	50.0	42.0	25.0	0.0	0.0	11637.0	281887.0
Zdi-CDup_071-Ex1-12H-lcwgs-1-1.clmp.fp2_r2_screen	2348.0	333.0	436.0	232.0	197.0	48.0	33.0	15.0	1.0	0.0	11869.0	281650.0
